Year,Month,AGX,Arlington A,Arlington B,Arlington DB,DistBATT,DSM_1,Four Corners 4,Four Corners 5,Griffith A,Griffith B,Griffith DB,Incremental_DG,Microgrid - FUTURE,Microgrid Bucket 2,New Solar,PVS Solar 5 HR,PVS Solar 5 HR ITC,Redhawk 1 A,Redhawk 1 B,Redhawk 1 DB,Redhawk 2 A,Redhawk 2 B,Redhawk 2 DB,Short-Term Purch,South Point A,South Point B,South Point DB,West Phoenix CC5 A,West Phoenix CC5 B,West Phoenix CC5 DB,,,,
2030,6,102.7,141.25,141.25,65,126,765,283.4999979,283.4999979,133.1877729,133.1877729,112,1560,0.4,10.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2030,7,102.7,141.25,141.25,65,126,765,283.4999979,283.4999979,133.1877729,133.1877729,112,1560,0.4,10.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2030,8,102.7,141.25,141.25,65,126,765,283.4999979,283.4999979,133.1877729,133.1877729,112,1560,0.4,10.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2030,9,102.7,141.25,141.25,65,126,765,283.4999979,283.4999979,133.1877729,133.1877729,112,1560,0.4,10.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2030,10,102.7,141.25,141.25,65,126,765,283.4999979,283.4999979,133.1877729,133.1877729,112,1560,0.4,10.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2030,11,102.7,141.25,141.25,65,126,765,283.4999979,283.4999979,133.1877729,133.1877729,112,1560,0.4,10.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2030,12,102.7,141.25,141.25,65,126,765,283.4999979,283.4999979,133.1877729,133.1877729,112,1560,0.4,10.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,1,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,2,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,3,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,4,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,5,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,6,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,7,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,8,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,9,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,10,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,11,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2031,12,102.7,141.25,141.25,65,157,725,283.4999979,283.4999979,133.1877729,133.1877729,112,1107,0.4,13.1,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,1,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,2,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,3,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,4,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,5,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,6,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,7,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,8,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,9,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,10,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,11,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2032,12,102.7,141.25,141.25,65,188,839,283.4999979,283.4999979,133.1877729,133.1877729,112,1198,0.4,15.4,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,1,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,2,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,3,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,4,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,5,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,6,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,7,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,8,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,9,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,10,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,11,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2033,12,102.7,141.25,141.25,65,219,959,283.4999979,283.4999979,133.1877729,133.1877729,112,1285,0.4,16.9,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2034,1,102.7,141.25,141.25,65,251,1069,283.4999979,283.4999979,133.1877729,133.1877729,112,1376,0.4,18.8,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
2034,2,102.7,141.25,141.25,65,251,1069,283.4999979,283.4999979,133.1877729,133.1877729,112,1376,0.4,18.8,0,0,0,121.4148,121.4148,22,121.4148,121.4148,22,0,178.9234241,178.9234241,19,131.2656,131.2656,12,,,,
