Year,Month,AGX,Arlington A,Arlington B,Arlington DB,Distributed BESS,EE_Baseline,Four Corners 4,Four Corners 5,Griffith A,Griffith B,Griffith DB,Incremental_DG,Microgrid - FUTURE,Microgrid XHLF,New Solar,PVS Solar 5 HR,PVS Solar 5 HR ITC,Redhawk 1 A,Redhawk 1 B,Redhawk 1 DB,Redhawk 2 A,Redhawk 2 B,Redhawk 2 DB,Short-Term Purch,South Point A,South Point B,South Point DB,West Phoenix CC5 A,West Phoenix CC5 B,West Phoenix CC5 DB
2035,2,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2035,3,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2035,4,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2035,5,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2035,6,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2035,7,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2035,8,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2035,9,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2035,10,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2035,11,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2035,12,102.7,124.999,69.166,79,282,1181,283.4999979,283.4999979,131.749,8.432,107,1468,0.4,21.1,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2036,1,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2036,2,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2036,3,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2036,4,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2036,5,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2036,6,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2036,7,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2036,8,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2036,9,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2036,10,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2036,11,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2036,12,102.7,124.999,69.166,79,314,1291,283.4999979,283.4999979,131.749,8.432,107,1563,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2037,1,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2037,2,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2037,3,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2037,4,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2037,5,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2037,6,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2037,7,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2037,8,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2037,9,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2037,10,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2037,11,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2037,12,102.7,124.999,69.166,79,346,1404,283.4999979,283.4999979,131.749,8.432,107,1656,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2038,1,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2038,2,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2038,3,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2038,4,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2038,5,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2038,6,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2038,7,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2038,8,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2038,9,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2038,10,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2038,11,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2038,12,102.7,124.999,69.166,79,377,1516,283.4999979,283.4999979,131.749,8.432,107,1751,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2039,1,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2039,2,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2039,3,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2039,4,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2039,5,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2039,6,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2039,7,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2039,8,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2039,9,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2039,10,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2039,11,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2039,12,102.7,124.999,69.166,79,410,1629,283.4999979,283.4999979,131.749,8.432,107,1849,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2040,1,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2040,2,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2040,3,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2040,4,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2040,5,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2040,6,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2040,7,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2040,8,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2040,9,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,17.4993
2040,10,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,30,125,0.01,30,0,193.426,118.749,19,140,36,21
2040,11,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2040,12,102.7,124.999,69.166,79,442,1736,0,0,131.749,8.432,107,1949,0.4,21.5,0,0,0,125,0.01,24.54545454,125,0.01,24.54545454,0,193.426,118.749,19,140,36,21
2041,1,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2041,2,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2041,3,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2041,4,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2041,5,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2041,6,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,17.4993
2041,7,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,17.4993
2041,8,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,17.4993
2041,9,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,17.4993
2041,10,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2041,11,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2041,12,102.7,124.999,69.166,79,474,1853,0,0,131.749,8.432,107,2047,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2042,1,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2042,2,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2042,3,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2042,4,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2042,5,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2042,6,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,17.4993
2042,7,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,17.4993
2042,8,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,17.4993
2042,9,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,17.4993
2042,10,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2042,11,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2042,12,102.7,124.999,69.166,79,506,1966,0,0,131.749,8.432,107,2148,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2043,1,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2043,2,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2043,3,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2043,4,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2043,5,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2043,6,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2043,7,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2043,8,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2043,9,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2043,10,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2043,11,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2043,12,102.7,124.999,69.166,79,539,2077,0,0,131.749,8.432,107,2250,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2044,1,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2044,2,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2044,3,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2044,4,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2044,5,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2044,6,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2044,7,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2044,8,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2044,9,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2044,10,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2044,11,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2044,12,102.7,150,83,79,572,2187,0,0,131.749,8.432,107,2355,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2045,1,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2045,2,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2045,3,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2045,4,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2045,5,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2045,6,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2045,7,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2045,8,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2045,9,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2045,10,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2045,11,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2045,12,102.7,150,83,79,605,2304,0,0,131.749,8.432,107,2458,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2046,1,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2046,2,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2046,3,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2046,4,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2046,5,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2046,6,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2046,7,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2046,8,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2046,9,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2046,10,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,10,125,0.01,10,0,193.426,118.749,19,140,36,21
2046,11,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2046,12,102.7,150,83,79,639,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2047,1,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
2047,2,102.7,150,83,79,676,0,0,0,131.749,8.432,107,0,0.4,21.5,0,0,0,125,0.01,8.181818179,125,0.01,8.181818179,0,193.426,118.749,19,140,36,21
