Year,Month,Arlington B~Arlington 2x1 Enforce Min Level,Arlington DB~Arlington DB Enforce Min Level,Griffith B~Griffith 2x1 Enforce Min Level,Griffith DB~Griffith DB Enforce Min Level,South Point B~Southpoint 2x1 Enforce Min Level,South Point DB~Southpoint DB Enforce Min Level,West Phoenix CC5 B~West Phoenix 2x1 Enforce Min Level,West Phoenix CC5 DB~West Phoenix DB Enforce Min Level,Redhawk 1 B~Redhawk 2x1 Enforce Min Level,Redhawk 1 DB~Redhawk DB Enforce Min Level,Redhawk 2 B~Redhawk2 2x1 Enforce Min Level,Redhawk 2 DB~Redhawk2 DB Enforce Min Level
2053,5,0,0,0,0,0,0,240,240,263.5,263.5,263.5,263.5
2053,6,0,0,0,0,0,0,240,240,258.5,258.5,258.5,258.5
2053,7,0,0,0,0,0,0,240,240,258.5,258.5,258.5,258.5
2053,8,0,0,0,0,0,0,240,240,258.5,258.5,258.5,258.5
2053,9,0,0,0,0,0,0,240,240,258.5,258.5,258.5,258.5
2053,10,0,0,0,0,0,0,240,240,263.5,263.5,263.5,263.5
2053,11,0,0,0,0,0,0,246,246,271.5,271.5,271.5,271.5
2053,12,0,0,0,0,0,0,246,246,273.5,273.5,273.5,273.5
2054,1,0,0,0,0,0,0,246,246,273.5,273.5,273.5,273.5
2054,2,0,0,0,0,0,0,246,246,273,273,273,273
2054,3,0,0,0,0,0,0,246,246,263.5,263.5,263.5,263.5
2054,4,0,0,0,0,0,0,246,246,263.5,263.5,263.5,263.5
2054,5,0,0,0,0,0,0,240,240,263.5,263.5,263.5,263.5
2054,6,0,0,0,0,0,0,240,240,258.5,258.5,258.5,258.5
2054,7,0,0,0,0,0,0,240,240,258.5,258.5,258.5,258.5
2054,8,0,0,0,0,0,0,240,240,258.5,258.5,258.5,258.5
2054,9,0,0,0,0,0,0,240,240,258.5,258.5,258.5,258.5
2054,10,0,0,0,0,0,0,240,240,263.5,263.5,263.5,263.5
2054,11,0,0,0,0,0,0,246,246,271.5,271.5,271.5,271.5
2054,12,0,0,0,0,0,0,246,246,273.5,273.5,273.5,273.5
