Year,Month,Arlington B~Arlington 2x1 Enforce Min Level LT Phase,Arlington DB~Arlington DB Enforce Min Level LT Phase,Griffith B~Griffith 2x1 Enforce Min Level LT Phase,Griffith DB~Griffith DB Enforce Min Level LT Phase,South Point B~Southpoint 2x1 Enforce Min Level LT Phase,South Point DB~Southpoint DB Enforce Min Level LT Phase,West Phoenix CC5 B~West Phoenix 2x1 Enforce Min Level LT Phase,West Phoenix CC5 DB~West Phoenix DB Enforce Min Level LT Phase,Redhawk 1 B~Redhawk 2x1 Enforce Min Level LT Phase,Redhawk 1 DB~Redhawk DB Enforce Min Level LT Phase,Redhawk 2 B~Redhawk2 2x1 Enforce Min Level LT Phase,Redhawk 2 DB~Redhawk2 DB Enforce Min Level LT Phase
2051,5,0,0,0,0,0,0,234,178.4,260.2,250.3,260.4,251.9
2051,6,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2051,7,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2051,8,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2051,9,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2051,10,0,0,0,0,0,0,234,178.4,260.2,250.3,260.4,251.9
2051,11,0,0,0,0,0,0,236.1,227.2,265.4,247.3,263.8,243.7
2051,12,0,0,0,0,0,0,236.1,227.2,267.4,249.1,265.7,245.5
2052,1,0,0,0,0,0,0,236.1,227.2,267.4,249.1,265.7,245.5
2052,2,0,0,0,0,0,0,236.1,227.2,266.9,248.7,265.3,245
2052,3,0,0,0,0,0,0,236.1,227.2,257.6,240,256,236.5
2052,4,0,0,0,0,0,0,236.1,227.2,257.6,240,256,236.5
2052,5,0,0,0,0,0,0,234,178.4,260.2,250.3,260.4,251.9
2052,6,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2052,7,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2052,8,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2052,9,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2052,10,0,0,0,0,0,0,234,178.4,260.2,250.3,260.4,251.9
2052,11,0,0,0,0,0,0,236.1,227.2,265.4,247.3,263.8,243.7
2052,12,0,0,0,0,0,0,236.1,227.2,267.4,249.1,265.7,245.5
2053,1,0,0,0,0,0,0,236.1,227.2,267.4,249.1,265.7,245.5
2053,2,0,0,0,0,0,0,236.1,227.2,266.9,248.7,265.3,245
2053,3,0,0,0,0,0,0,236.1,227.2,257.6,240,256,236.5
2053,4,0,0,0,0,0,0,236.1,227.2,257.6,240,256,236.5
2053,5,0,0,0,0,0,0,234,178.4,260.2,250.3,260.4,251.9
2053,6,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2053,7,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2053,8,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2053,9,0,0,0,0,0,0,234,178.4,255.3,245.6,255.4,247.1
2053,10,0,0,0,0,0,0,234,178.4,260.2,250.3,260.4,251.9
2053,11,0,0,0,0,0,0,236.1,227.2,265.4,247.3,263.8,243.7
2053,12,0,0,0,0,0,0,236.1,227.2,267.4,249.1,265.7,245.5
2054,1,0,0,0,0,0,0,245,245,272.5,272.5,272.5,272.5
2054,2,0,0,0,0,0,0,245,245,272,272,272,272
2054,3,0,0,0,0,0,0,245,245,262.5,262.5,262.5,262.5
2054,4,0,0,0,0,0,0,245,245,262.5,262.5,262.5,262.5
2054,5,0,0,0,0,0,0,239,239,262.5,262.5,262.5,262.5
2054,6,0,0,0,0,0,0,239,239,257.5,257.5,257.5,257.5
2054,7,0,0,0,0,0,0,239,239,257.5,257.5,257.5,257.5
2054,8,0,0,0,0,0,0,239,239,257.5,257.5,257.5,257.5
2054,9,0,0,0,0,0,0,239,239,257.5,257.5,257.5,257.5
2054,10,0,0,0,0,0,0,239,239,262.5,262.5,262.5,262.5
2054,11,0,0,0,0,0,0,245,245,270.5,270.5,270.5,270.5
2054,12,0,0,0,0,0,0,245,245,272.5,272.5,272.5,272.5
