 On-peak Mon-Sat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 , Jan-2026 , Feb-2026 , Mar-2026 , Apr-2026 , May-2026 , Jun-2026 , Jul-2026 , Aug-2026 , Sep-2026 , Oct-2026 , Nov-2026 , Dec-2026 , Tot-2026 , Jan-2027 , Feb-2027 , Mar-2027 , Apr-2027 , May-2027 , Jun-2027 , Jul-2027 , Aug-2027 , Sep-2027 , Oct-2027 , Nov-2027 , Dec-2027 , Tot-2027 , Jan-2028 , Feb-2028 , Mar-2028 , Apr-2028 , May-2028 , Jun-2028 , Jul-2028 , Aug-2028 , Sep-2028 , Oct-2028 , Nov-2028 , Dec-2028 , Tot-2028 , Jan-2029 , Feb-2029 , Mar-2029 , Apr-2029 , May-2029 , Jun-2029 , Jul-2029 , Aug-2029 , Sep-2029 , Oct-2029 , Nov-2029 , Dec-2029 , Tot-2029 , Jan-2030 , Feb-2030 , Mar-2030 , Apr-2030 , May-2030 , Jun-2030 , Jul-2030 , Aug-2030 , Sep-2030 , Oct-2030 , Nov-2030 , Dec-2030 , Tot-2030 , Jan-2031 , Feb-2031 , Mar-2031 , Apr-2031 , May-2031 , Jun-2031 , Jul-2031 , Aug-2031 , Sep-2031 , Oct-2031 , Nov-2031 , Dec-2031 , Tot-2031 ,    Total 
  Bloom & Tanks:Chrg             ,0,0,0,0,0,10070.3516,11471.9971,7161.5981,5403.5615,10581.3564,11510.5127,13244.1572,69443.5313,1046.7408,2918.7927,8.3455,222.9138,475.5851,2.6053,197.0815,1842.7759,2.2702,3.9725,7106.0249,9555.7988,23382.9063,10039.7939,5215.29,1438.2186,68.2659,0.0529,131.3119,336.9408,116.0101,85.0216,18.4457,16.3034,8.446,17474.0996,82.4473,87.4347,829.0977,508.4381,2.5336,136.7599,498.2349,264.8118,156.0477,99.9605,100.2636,188.3329,2954.3628,116.867,87.7229,132.9573,214.5107,34.0425,101.267,585.3835,2218.677,276.7339,129.8916,217.5201,125.563,4241.1367,7586.042,4143.8296,2695.7263,4282.4766,3943.2671,225.9177,4143.4053,2479.7615,3583.6475,3336.7117,2842.0308,5308.2397,44571.0547,162067.0781
  Fut BESS PPA 1:Chrg            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Fut BESS PPA 2:Chrg            ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Mesqt & Stream Bat:Chrg        ,0,0,0,0,25.6456,57.5786,8.256,0,0,0,0,0,91.4802,0,0,0,0,14.4039,54.0842,17.8809,0,0,0,0,0,86.369,0,0,0,0,19.8275,63.2778,14.0259,0,0,0,0,0,97.1312,0,0,0,0,16.2608,45.8591,5.2448,0,0,0,0,0,67.3647,0,0,0,0,15.1865,38.6292,4.6881,0,0,0,0,0,58.5038,0,0,0,0,18.1013,55.2009,8.4295,0,0,0,0,0,81.7316,482.5805
  Yuma Invenergy Bat:Chrg        ,0,0,0,0,0.2109,7.1206,0.2234,0,0,0,0,0,7.5548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0.004,0,0,0,0,0,0.007,0,0,0,0,0,0,0.009,0,0,0,0,0,0.009,7.5708
  Serrano PVS Bat:Chrg           ,0,0,0,0,0.8403,12.9188,0,0,0,0,0,0,13.7591,0,0,0,0,0.1884,13.3571,0,0,0,0,0,0,13.5455,0,0,0,0,0.1194,9.4615,0,0,0,0,0,0,9.5809,0,0,0,0,0.1683,15.1369,0,0,0,0,0,0,15.3052,0,0,0,0,0.1917,8.7967,0,0,0,0,0,0,8.9884,0,0,0,0,0.2989,11.4419,0,0,0,0,0,0,11.7408,72.9198
  Harqua & Maric Bat:Chrg        ,0,0,0,0,2.5302,20.1001,0,0,0,0,0,0,22.6302,0,0,0,0,2.399,16.7202,0,0,0,0,0,0,19.1192,0,0,0,0,3.6906,18.4682,0,0,0,0,0,0,22.1588,0,0,0,0,3.2427,13.9891,0,0,0,0,0,0,17.2318,0,0,0,0,3.5045,12.555,0,0,0,0,0,0,16.0594,0,0,0,0,3.9856,13.5949,0,0,0,0,0,0,17.5805,114.78
  Cat Claw PVS Bat:Chrg          ,0,0,0,0,0,33.8276,2.9392,0,0,0,0,0,36.7667,0,0,0,0,0.4491,22.3405,0.9564,0,0,0,0,0,23.746,0,0,0,0,8.0425,9.8779,2.5549,0,0,0,0,0,20.4754,0,0,0,0,7.8679,14.971,3.0951,0,0,0,0,0,25.9339,0,0,0,0,6.075,4.1933,1.8531,0,0,0,0,0,12.1214,0,0,0,0,5.6427,16.6394,0.885,0,0,0,0,0,23.167,142.2104
  Kitt PVS Bat:Chrg              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1921,7.7989,1.2617,0,0,0,0,0,17.2527,0,0,0,0,6.1399,0,0,0,0,0,0,0,6.1399,0,0,0,0,0,0.009,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0.013,0,0,0,0,0,0.013,0,0,0,0,0,0.02,0,0,0,0,0,0,0.02,23.4346
  Hash & Snow Bat:Chrg           ,0,0,0,0,0,0,0,0,0,58.7777,0,0,58.7777,0,0,5.162,183.3714,1500.4178,3278.1301,1831.4559,1550.9962,483.6262,48.5924,0,0,8881.752,0,0,13.6729,129.1177,4084.9111,2125.9539,1412.4199,831.1086,670.5209,47.7553,0,0,9315.459,0,0,15.0856,303.7251,3620.0535,2617.3486,1519.3459,1570.63,794.1912,93.7486,0,0,10534.1289,0,0,28.908,8.6618,1284.6063,2299.8967,1860.1982,1458.4742,544.2405,66.4313,0,0,7551.4165,0,0,4.4156,500.557,3200.6318,2417.022,3088.0325,1223.8102,614.4726,109.401,0,0,11158.3438,47499.8789
  Clenera Cobar Bat:Chrg         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4948,5.5704,0,0,0,0,0,48.0652,0,0,0,0,36.4443,19.1587,5.6626,0,0,0,0,0,61.2656,0,0,0,0,14.1683,15.4405,0.408,0,0,0,0,0,30.0169,0,0,0,0,9.3617,24.0787,3.3361,0,0,0,0,0,36.7765,0,0,0,0,13.2629,23.5055,4.3231,0,0,0,0,0,41.0916,217.2158
  Pioneer PVS Bat:Chrg           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Fut PVS PPA Bat1:Chrg          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Fut PVS PPA Bat2:Chrg          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  AZ-Sun 1A Bat:Chrg             ,0,0,0,0.3576,0.1078,9.1969,12.9213,0,0,0,0,0,22.5837,0,0,0,0.3509,17.8935,0,0,0,0,0,0,0,18.2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.1281
  AZ-Sun 1B Bat:Chrg             ,0,0,0,0,0,0.4106,0.25,0,0,0,0,0,0.6606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6606
  AZ-Sun 2A Bat:Chrg             ,0,0,0,0,0,0.213,0,0,0,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213
  AZ-Sun 2B Bat:Chrg             ,0,0,0,0.0976,12.1101,0.973,0.232,0,0,0,0,0,13.4126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4126
  Agave PVS Bat:Chrg             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Ironwood PVS Bat:Chrg          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Agave BESS:Chrg                ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Future APS BESS:Chrg           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Pumped Hydro:Chrg              ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  ElSol & WW:Var O&M             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Scatterwash 1:Var O&M          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Scatterwash 2:Var O&M          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Papago & Harqua:Var O&M        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Estrella Pluto:Var O&M         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Justice BESS:Var O&M           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Beehive BESS:Var O&M           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Bloom & Tanks:Var O&M          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Fut BESS PPA 1:Var O&M         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Fut BESS PPA 2:Var O&M         ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Mesqt & Stream Bat:Var O&M     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Yuma Invenergy Bat:Var O&M     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Serrano PVS Bat:Var O&M        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Harqua & Maric Bat:Var O&M     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Cat Claw PVS Bat:Var O&M       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Kitt PVS Bat:Var O&M           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Hash & Snow Bat:Var O&M        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Clenera Cobar Bat:Var O&M      ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Pioneer PVS Bat:Var O&M        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Fut PVS PPA Bat1:Var O&M       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Fut PVS PPA Bat2:Var O&M       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  AZ-Sun 1A Bat:Var O&M          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  AZ-Sun 1B Bat:Var O&M          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  AZ-Sun 2A Bat:Var O&M          ,0,0,0,4.8473,0,12.9974,52.1945,10.2605,5.056,0,0,0.316,85.6717,0,0,0,0,0,0,0.632,0,0,0,0,0,0.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.948,0.0123,11.9957,0,0,0,0,12.956,0,0,0,0,0,0,3.792,15.7875,0,0,0,0.632,20.2115,0,0,0,0,0,1.264,0.632,0,0,0,0,0,1.896,121.3672
  AZ-Sun 2B Bat:Var O&M          ,100.7863,0,0,7.7119,197.8241,24.7488,107.1936,18.9867,10.8704,0,0,1.3588,469.4806,0,0,0,0,0,0,1.3588,0,0,0,0,0,1.3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6839,0,25.2085,0,0,0,0,27.8923,0,0,0,0,0,0,7.9537,33.4265,0,0,0,1.3588,42.739,0,0,0,0,0,1.6826,1.3588,0,0,0,0,0,3.0414,544.512
  Agave PVS Bat:Var O&M          ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Ironwood PVS Bat:Var O&M       ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Agave BESS:Var O&M             ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Future APS BESS:Var O&M        ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  Pumped Hydro:Var O&M           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  ElSol & WW:Spin MW             ,35026.0508,29761.3613,29907.584,29572.2754,29899.041,32296.8984,32161.2637,31614.1484,31754.5313,33459.0547,30862.1152,32871.7773,379186.125,35190.875,27833.1191,33553.2891,31844.9805,34966.3828,33201.8555,34864.1016,35153.9922,35212.2383,36681.2852,27782.2129,31031.9707,397316.3438,30903.6992,33029.7422,34301.4961,33652.7266,34888.832,34268.0195,33399.5586,33028.0625,33002.0703,34917.2852,33703.457,34562.125,403657.0625,35070.0156,32011.5664,34507.1641,33440.0742,35080.5352,32822.0977,33824.3125,34889.1406,33749.8906,35077.668,33576.4883,35042.4063,409091.3125,34142.8672,30647.0996,36413.1875,33147.3789,34332.0234,32903.8828,34275.8164,33708.8906,34247.8906,35276.8242,31727.5957,31210.1328,402033.5313,30018.6328,27719.7656,31304.75,30030.6797,31638.0586,31274.0703,32154.5566,30441.4844,34351.1055,33830.0898,32977.0898,30548.3887,376288.6875,2367573
  Scatterwash 1:Spin MW          ,23493.6055,20001.0527,20831.3867,19849.8125,23216.9004,22081.0801,22227.2051,23087.7852,21766.8262,19162.9297,14760.875,14730.5879,245210.0625,20787.0332,15271.4199,23975.5039,18912.8809,22544.916,23715.2637,23427.2578,22243.7461,24226.4668,24084.3652,15934.5918,19678.5059,254801.9531,19839.3613,19349.5098,21632.1074,22297.498,23968.707,23315.1465,22256.9434,23540.8984,22363.1426,23667.8066,20539.9238,24039.6738,266810.75,19726.0762,20709.8105,21887.5273,18571.6973,21900.9629,22488.2832,22673.9844,21612.6406,22700.2969,23195.3398,21724.4316,21868.5332,259059.5938,20228.9902,19397.4668,21554.168,16869.0664,22880.7637,22009.7129,22621.6426,21810.5918,21983.6289,22436.7363,18551.7168,18486.9785,248831.4688,20813.9121,18171.3828,21320.8516,19336.9961,20448.959,20441.0723,21054.5645,19979.8887,21023.5996,17486.1621,18610.207,19280.1406,237967.7188,1512681.75
  Scatterwash 2:Spin MW          ,11593.8389,9885.7822,10277.5869,9520.7363,10856.0811,11251.2734,10530.2402,10455.0361,10154.1387,9698.041,7545.6548,8960.4746,120728.8906,8776.4355,7855.5728,9455.2246,8414.7676,10001.2813,12131.4141,12401.5391,12491.9678,12129.5566,12547.3887,12121.6992,12543.5117,130870.3594,12533.0566,11728.6563,12546.5225,12127.8965,12526.4854,12107.4346,12431.4961,12491.3252,12108.3389,12544.8291,12135.3887,12534.3252,147815.75,12547.8457,11332.126,12529.0088,12125.6396,12543.5166,12024.7676,12278.6123,12423.8848,12110.3604,12514.752,12111.3789,12518.3877,147060.2813,12501.0264,11326.7168,12530.125,12085.4609,12518.1797,12050.2031,12270.6143,12329.0293,12073.4893,12467.0625,11962.7383,12390.251,146504.9063,12539.8818,11321.8633,12543.0977,12140.2783,12535.415,12069.9893,12371.9971,12481.8125,12112.5107,12540.9736,12137.0957,12526.2285,147321.1563,840301.375
  Papago & Harqua:Spin MW        ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001,0,0,-0.0001,0,0,0,-0.0003,0,0,0,0,-0.0001,-0.0001,0,0,0,0,0,0,-0.0002,0,-0.0001,0,0,-0.0001,0,0,0,0,0,0,0,-0.0003,0,0,0,-0.0001,0,0,0,0,-0.0001,0,0,0,-0.0003,-0.0012
  Estrella Pluto:Spin MW         ,9749.4189,8483.4316,8189.3589,8008.5718,9337.1279,9869.6982,9300.6006,9186.6846,8665.6416,9386.4004,8854.8604,8800.0459,107831.8438,8823.0049,7263.7158,8893.4951,7850.7915,11066.8721,10711.2451,10995.6045,11041.0518,10709.9609,11071.3467,10701.8018,11071.2617,120200.1563,11067.5059,10348.8008,11070.667,10707.4873,11056.9189,10694.8965,11003.5234,11047.9053,10692.6396,11071.0488,10708.3154,11062.7969,130532.5,11073.5459,9999.8994,11055.0098,10707.0352,11074.2109,10646.999,10899.2021,11009.5381,10692.1807,11043.4219,10705.5059,11057.4766,129964.0313,11041.1074,9998.9717,11069.7871,10681.0068,11060.6758,10654.4365,10872.2168,10896.123,10642.7217,11013.4063,10639.957,10930.1074,129500.5156,11064.752,9990.002,11069.71,10715.0059,11061.6045,10640.2656,10962.7197,11037.0547,10679.6572,11071.501,10711.3613,11058.6777,130062.3125,748091.3125
  Justice BESS:Spin MW           ,0,0,0,0,10611.8184,18211.9258,19322.4336,19439.4531,18328.8164,18171.6875,15912.4023,15169.4951,135168.0469,18699.3867,14191.7314,20434.1387,16769.3145,20215.1367,20059.3379,19799.3633,18953.7012,20071.209,21232.4316,17531.8164,16519.3828,224476.9375,17047.1309,15400.8555,20086.8262,19890.1211,18746.9492,19178.0801,20893.6855,20266.5742,19687.0078,20716.0137,17955.8164,21295.7578,231164.8438,20298.4219,17516.6113,19614.0918,19722.7539,20801.8691,18769.377,19073.9199,19247.7695,18931.4688,17878.5547,20080.5254,19289.793,231225.1406,18545.0547,15255.8262,18072.1641,17394.709,19362.2637,18518.707,18584.873,18196.8066,18504.2578,18745.125,17408.9023,18655.5938,217244.3125,17013.2012,15916.8838,18478.9063,19624.1406,20556.4355,19919.5684,18991.6172,16065.3848,18737.0664,18863.7383,17726.416,18920.0488,220813.4063,1260092.5
  Beehive BESS:Spin MW           ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0001,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002,0,0,-0.0001,0,0,0,0,0,0,0,0,0,-0.0002,-0.0005
